Date,Last Price,Volume
5/12/2005,10189.48,249939200
5/11/2005,10300.25,215752992
5/10/2005,10281.11,235897296
5/9/2005,10384.34,212085792
5/6/2005,10345.4,230633904
5/5/2005,10340.38,236523104
5/4/2005,10384.64,282069792
5/3/2005,10256.95,278126208
5/2/2005,10251.7,240140192
4/29/2005,10192.51,305363488
4/28/2005,10070.37,280590912
4/27/2005,10198.8,249043392
4/26/2005,10151.13,255996896
4/25/2005,10242.47,243882096
4/22/2005,10157.71,273741088
4/21/2005,10218.6,289116000
4/20/2005,10012.36,340157312
4/19/2005,10127.41,287795712
4/18/2005,10071.25,302319296
4/15/2005,10087.51,423629504
4/14/2005,10278.75,305029312
4/13/2005,10403.93,275182112
4/12/2005,10507.97,267552800
4/11/2005,10448.56,193528496
4/8/2005,10461.34,201282704
4/7/2005,10546.32,284484096
4/6/2005,10486.02,238496192
4/5/2005,10458.46,271867712
4/4/2005,10421.14,294024192
4/1/2005,10404.3,319612096
3/31/2005,10503.76,259655904
3/30/2005,10540.93,276864192
3/29/2005,10405.7,302487712
3/28/2005,10485.65,214612704
3/24/2005,10442.87,238878000
3/23/2005,10456.02,328643904
3/22/2005,10470.51,309545088
3/21/2005,10565.39,255344192
3/18/2005,10629.67,569596928
3/17/2005,10626.35,229006592
3/16/2005,10633.07,279508288
3/15/2005,10745.1,238321296
3/14/2005,10804.51,237804608
3/11/2005,10774.36,243702400
3/10/2005,10851.51,230453296
3/9/2005,10805.62,269780416
3/8/2005,10912.62,207060608
3/7/2005,10936.86,230883104
3/4/2005,10940.55,240848800
3/3/2005,10833.03,233701408
3/2/2005,10811.97,236744000
3/1/2005,10830,247738496
2/28/2005,10766.23,288400992
2/25/2005,10841.6,247367200
2/24/2005,10748.79,258492496
2/23/2005,10673.79,272623008
2/22/2005,10611.2,341804096
2/18/2005,10785.22,336506912
2/17/2005,10754.26,258339600
2/16/2005,10834.88,258463392
2/15/2005,10837.32,242598800
2/14/2005,10791.13,215701600
2/11/2005,10796.01,264077696
2/10/2005,10749.61,255613200
2/9/2005,10664.11,313601088
2/8/2005,10724.63,246702096
2/7/2005,10715.76,218362496
2/4/2005,10716.13,246839008
2/3/2005,10593.1,229696304
2/2/2005,10596.79,280963904
2/1/2005,10551.94,284418304
1/31/2005,10489.94,300762816
1/28/2005,10427.2,359039712
1/27/2005,10467.4,271889888
1/26/2005,10498.59,250361104
1/25/2005,10461.56,261434000
1/24/2005,10368.61,259584704
1/21/2005,10392.99,277156416
1/20/2005,10471.47,243069200
1/19/2005,10539.97,247076400
1/18/2005,10628.79,268469184
1/14/2005,10558,223266496
1/13/2005,10505.83,271558912
1/12/2005,10617.78,297566784
1/11/2005,10556.22,260368608
1/10/2005,10621.03,236106000
1/7/2005,10603.96,242883504
1/6/2005,10622.88,233384992
1/5/2005,10597.83,263922800
1/4/2005,10630.78,293922208
1/3/2005,10729.43,273968192
12/31/2004,10783.01,142975904
12/30/2004,10800.3,146629504
12/29/2004,10829.19,163300800
12/28/2004,10854.54,169953792
12/27/2004,10776.13,170680608
12/23/2004,10827.12,193709408
12/22/2004,10815.89,253950208
12/21/2004,10759.43,295383616
12/20/2004,10661.6,299462016
12/17/2004,10649.92,628884416
12/16/2004,10705.64,295462400
12/15/2004,10691.45,306483488
12/14/2004,10676.45,304267712
12/13/2004,10638.32,258092400
12/10/2004,10543.22,242560096
12/9/2004,10552.82,279752000
12/8/2004,10494.23,247774000
12/7/2004,10440.58,279050304
12/6/2004,10547.06,220031600
12/3/2004,10592.21,286830784
12/2/2004,10585.12,297475104
12/1/2004,10590.22,312670112
11/30/2004,10428.02,290007904
11/29/2004,10475.9,248722304
11/26/2004,10522.23,91515760
11/24/2004,10520.31,204512800
11/23/2004,10492.6,259749200
11/22/2004,10489.42,241522208
11/19/2004,10456.91,275660000
11/18/2004,10572.55,255165408
11/17/2004,10549.57,295858400
11/16/2004,10487.65,237685904
11/15/2004,10550.24,268373104
11/12/2004,10539.01,323342112
11/11/2004,10469.84,256097696
11/10/2004,10385.48,282037504
11/9/2004,10386.37,249749904
11/8/2004,10391.31,261362096
11/5/2004,10387.54,326651488
11/4/2004,10314.76,366302400
11/3/2004,10137.05,333117888
11/2/2004,10035.73,311264800
11/1/2004,10054.39,275373184
10/29/2004,10027.47,264950096
10/28/2004,10004.54,255263600
10/27/2004,10002.03,260466400
10/26/2004,9888.48,276206496
10/25/2004,9749.99,234159600
10/22/2004,9757.81,259370304
10/21/2004,9865.76,273494496
10/20/2004,9886.93,273944384
10/19/2004,9897.62,264569696
10/18/2004,9956.32,228301296
10/15/2004,9933.38,318877504
10/14/2004,9894.45,268715584
10/13/2004,10002.33,277533184
10/12/2004,10077.18,217224992
10/11/2004,10081.97,157787696
10/8/2004,10055.2,228811808
10/7/2004,10125.4,276081408
10/6/2004,10239.92,233985696
10/5/2004,10177.68,226378400
10/4/2004,10216.54,254751600
10/1/2004,10192.65,267945200
9/30/2004,10080.27,382190496
9/29/2004,10136.24,218619600
9/28/2004,10077.4,232928992
9/27/2004,9988.54,199816000
9/24/2004,10047.24,204726400
9/23/2004,10038.9,222947808
9/22/2004,10109.18,241306304
9/21/2004,10244.93,229764800
9/20/2004,10204.89,222396704
9/17/2004,10284.46,300842912
9/16/2004,10244.49,173267904
9/15/2004,10231.36,204505296
9/14/2004,10318.16,188462304
9/13/2004,10314.76,206775104
9/10/2004,10313.07,218469408
9/9/2004,10289.1,223250208
9/8/2004,10313.36,225906000
9/7/2004,10342.79,205700192
9/3/2004,10260.2,217529104
9/2/2004,10290.28,183271008
9/1/2004,10168.46,172143392
8/31/2004,10173.92,167613696
8/30/2004,10122.52,116504096
8/27/2004,10195.01,115811400
8/26/2004,10173.41,132531000
8/25/2004,10181.74,174017104
8/24/2004,10098.63,147109200
8/23/2004,10073.05,144535104
8/20/2004,10110.14,175438800
8/19/2004,10040.82,163141408
8/18/2004,10083.15,194258096
8/17/2004,9972.83,186395904
8/16/2004,9954.55,184830704
8/13/2004,9825.35,183021792
8/12/2004,9814.59,249243600
8/11/2004,9938.32,183741600
8/10/2004,9944.67,168337696
8/9/2004,9814.66,148576704
8/6/2004,9815.33,217406208
8/5/2004,9963.03,178406400
8/4/2004,10126.51,159233504
8/3/2004,10120.24,191787104
8/2/2004,10179.16,178127600
7/30/2004,10139.71,199438800
7/29/2004,10129.24,215510304
7/28/2004,10117.07,224650208
7/27/2004,10085.14,242459200
7/26/2004,9961.92,221918400
7/23/2004,9962.22,239126592
7/22/2004,10050.33,254993600
7/21/2004,10046.13,287966496
7/20/2004,10149.07,199245408
7/19/2004,10094.06,198438304
7/16/2004,10139.78,268174800
7/15/2004,10163.16,232360496
7/14/2004,10208.8,300341696
7/13/2004,10247.59,164380800
7/12/2004,10238.22,157220496
7/9/2004,10213.22,161345600
7/8/2004,10171.56,181143696
7/7/2004,10240.29,180331904
7/6/2004,10219.34,182592400
7/2/2004,10282.83,147206208
7/1/2004,10334.16,236572800
6/30/2004,10435.48,231274400
6/29/2004,10413.43,180968096
6/28/2004,10357.09,232249600
6/25/2004,10371.84,331925312
6/24/2004,10443.81,215106896
6/23/2004,10479.57,211423296
6/22/2004,10395.07,211510208
6/21/2004,10371.47,180912192
6/18/2004,10416.41,303072608
6/17/2004,10377.52,181976304
6/16/2004,10379.58,153384992
6/15/2004,10380.43,224225296
6/14/2004,10334.73,166952192
6/10/2004,10410.1,154818208
6/9/2004,10368.44,175209296
6/8/2004,10432.52,170316400
6/7/2004,10391.08,173773200
6/4/2004,10242.82,162727104
6/3/2004,10195.91,163142000
6/2/2004,10262.97,183796400
6/1/2004,10202.65,166983904
5/28/2004,10188.45,161185408
5/27/2004,10205.2,187028704
5/26/2004,10109.89,175308192
5/25/2004,10117.62,214544608
5/24/2004,9958.43,187228608
5/21/2004,9966.74,181944704
5/20/2004,9937.64,155707904
5/19/2004,9937.71,227930496
5/18/2004,9968.51,192276608
5/17/2004,9906.91,199673696
5/14/2004,10012.87,175671504
5/13/2004,10010.74,219569408
5/12/2004,10045.16,247035504
5/11/2004,10019.47,224330096
5/10/2004,9990.02,273090496
5/7/2004,10117.34,229769792
5/6/2004,10241.26,204679600
5/5/2004,10310.95,174161504
5/4/2004,10317.2,208437296
5/3/2004,10314,212173408
4/30/2004,10225.57,219487504
4/29/2004,10272.27,232443200
4/28/2004,10342.6,232585504
4/27/2004,10478.16,217030208
4/26/2004,10444.73,183226208
4/23/2004,10472.84,279232384
4/22/2004,10461.2,269152000
4/21/2004,10317.27,235034800
4/20/2004,10314.5,205828608
4/19/2004,10437.85,174408896
4/16/2004,10451.97,235770400
4/15/2004,10397.46,268972704
4/14/2004,10377.95,239728000
4/13/2004,10381.28,203902496
4/12/2004,10515.56,142365504
4/8/2004,10442.03,188800400
4/7/2004,10480.15,224103392
4/6/2004,10570.81,176328896
4/5/2004,10558.37,184629104
4/2/2004,10470.59,253162592
4/1/2004,10373.33,225446896
3/31/2004,10357.7,212146592
3/30/2004,10381.7,189375904
3/29/2004,10329.63,199124608
3/26/2004,10212.97,198920400
3/25/2004,10218.82,217086400
3/24/2004,10048.23,225278592
3/23/2004,10063.64,215610400
3/22/2004,10064.75,251326400
3/19/2004,10186.6,263872704
3/18/2004,10295.78,219356096
3/17/2004,10300.3,181702304
3/16/2004,10184.67,195565104
3/15/2004,10102.89,219592000
3/12/2004,10240.08,223608704
3/11/2004,10128.38,292666400
3/10/2004,10296.89,259923904
3/9/2004,10456.96,247629504
3/8/2004,10529.48,200663392
3/5/2004,10595.55,224533104
3/4/2004,10588,161705792
3/3/2004,10593.11,189695392
3/2/2004,10591.48,216425792
3/1/2004,10678.14,186078800
2/27/2004,10583.92,200849104
2/26/2004,10580.14,187076000
2/25/2004,10601.62,194208192
2/24/2004,10566.37,226710304
2/23/2004,10609.62,230701792
2/20/2004,10619.03,221485408
2/19/2004,10664.73,221969296
2/18/2004,10671.99,164811200
2/17/2004,10714.88,169976000
2/13/2004,10627.85,209243104
2/12/2004,10694.07,198317408
2/11/2004,10737.7,278507712
2/10/2004,10613.85,161040400
2/9/2004,10579.03,161392704
2/6/2004,10593.03,182993792
2/5/2004,10495.55,188269104
2/4/2004,10470.74,228419600
2/3/2004,10505.18,184301200
2/2/2004,10499.18,225654496
1/30/2004,10488.07,209741792
1/29/2004,10510.29,274061600
1/28/2004,10468.37,248125600
1/27/2004,10609.92,208379296
1/26/2004,10702.51,186814400
1/23/2004,10568.29,235477200
1/22/2004,10623.18,222161104
1/21/2004,10623.62,215470704
1/20/2004,10528.66,225381504
1/16/2004,10600.51,254492992
1/15/2004,10553.85,260340192
1/14/2004,10538.37,187156992
1/13/2004,10427.18,200940896
1/12/2004,10485.18,198205792
1/9/2004,10458.89,224394496
1/8/2004,10592.44,238380800
1/7/2004,10529.03,227331904
1/6/2004,10538.66,193723200
1/5/2004,10544.07,221673504
1/2/2004,10409.85,169261792
12/31/2003,10453.92,141881504
12/30/2003,10425.04,133742704
12/29/2003,10450,156487904
12/26/2003,10324.67,49519060
12/24/2003,10305.19,86208880
12/23/2003,10341.26,152946704
12/22/2003,10338,165968096
12/19/2003,10278.22,283497504
12/18/2003,10248.08,219758800
12/17/2003,10145.26,199195600
12/16/2003,10129.56,233683104
12/15/2003,10022.82,249452608
12/12/2003,10042.16,177095600
12/11/2003,10008.16,210898896
12/10/2003,9921.86,222136704
12/9/2003,9923.42,232745296
12/8/2003,9965.27,193492800
12/5/2003,9862.68,202483904
12/4/2003,9930.82,217643504
12/3/2003,9873.42,223933504
12/2/2003,9853.64,222887392
12/1/2003,9899.05,228355008
11/28/2003,9782.46,79383600
11/26/2003,9779.57,162479696
11/25/2003,9763.94,172954400
11/24/2003,9747.79,193379200
11/21/2003,9628.53,209387696
11/20/2003,9619.42,207368992
11/19/2003,9690.46,192640800
11/18/2003,9624.16,238676496
11/17/2003,9710.83,206308496
11/14/2003,9768.68,222601104
11/13/2003,9837.94,206619696
11/12/2003,9848.83,189871296
11/11/2003,9737.79,163121104
11/10/2003,9756.53,172554000
11/7/2003,9809.79,200064496
11/6/2003,9856.97,183642096
11/5/2003,9820.83,180144304
11/4/2003,9838.83,198530496
11/3/2003,9858.46,191550400
10/31/2003,9801.12,200338096
10/30/2003,9786.61,239861408
10/29/2003,9774.53,225388608
10/28/2003,9748.31,234443296
10/27/2003,9608.16,194485408
10/24/2003,9582.46,297880288
10/23/2003,9613.13,203063200
10/22/2003,9598.24,228082592
10/21/2003,9747.64,210095600
10/20/2003,9777.94,174780096
10/17/2003,9721.79,193757408
10/16/2003,9791.72,210289104
10/15/2003,9803.05,251975808
10/14/2003,9812.98,183357504
10/13/2003,9764.38,166460704
10/10/2003,9674.68,182743808
10/9/2003,9680.01,254988192
10/8/2003,9630.9,183831504
10/7/2003,9654.61,198445696
10/6/2003,9594.98,133615000
10/3/2003,9572.31,249328608
10/2/2003,9487.8,174705200
10/1/2003,9469.2,239827392
9/30/2003,9275.06,236764096
9/29/2003,9380.24,206773200
9/26/2003,9313.08,228727104
9/25/2003,9343.96,224806304
9/24/2003,9425.51,235077600
9/23/2003,9576.04,188147104
9/22/2003,9535.41,192514208
9/19/2003,9644.82,266791808
9/18/2003,9659.13,224886208
9/17/2003,9545.65,205297904
9/16/2003,9567.34,198892608
9/15/2003,9448.81,173004496
9/12/2003,9471.55,185843504
9/11/2003,9459.76,183440704
9/10/2003,9420.46,209090704
9/9/2003,9507.2,192447600
9/8/2003,9586.29,175984608
9/5/2003,9503.34,204066208
9/4/2003,9587.9,207000304
9/3/2003,9568.46,263434896
9/2/2003,9523.27,230278096
8/29/2003,9415.82,152513104
8/28/2003,9374.21,165328896
8/27/2003,9333.79,149148992
8/26/2003,9340.45,191475696
8/25/2003,9317.64,149005296
8/22/2003,9348.87,253208496
8/21/2003,9423.68,222827808
8/20/2003,9397.51,204276400
8/19/2003,9428.9,215323600
8/18/2003,9412.45,186372000
8/15/2003,9321.69,104802096
8/14/2003,9310.56,168399504
8/13/2003,9271.76,166559392
8/12/2003,9310.06,168160000
8/11/2003,9217.35,146047200
8/8/2003,9191.09,172114096
8/7/2003,9126.45,191899008
8/6/2003,9061.74,214637792
8/5/2003,9036.32,200193904
8/4/2003,9186.04,196957600
8/1/2003,9153.97,214707200
7/31/2003,9233.8,249799008
7/30/2003,9200.05,179921296
7/29/2003,9204.46,233742096
7/28/2003,9266.51,206603696
7/25/2003,9284.57,201921792
7/24/2003,9112.51,211639104
7/23/2003,9194.24,190992992
7/22/2003,9158.45,218610592
7/21/2003,9096.69,206211808
7/18/2003,9188.15,230133504
7/17/2003,9050.82,248656704
7/16/2003,9094.59,283008192
7/15/2003,9128.97,279413504
7/14/2003,9177.15,252182208
7/11/2003,9119.59,193289200
7/10/2003,9036.04,214224400
7/9/2003,9156.21,275456288
7/8/2003,9223.09,226656400
7/7/2003,9216.79,236971904
7/3/2003,9070.21,132592304
7/2/2003,9142.84,257569200
7/1/2003,9040.95,231159104
6/30/2003,8985.44,237136704
6/27/2003,8989.05,215130400
6/26/2003,9079.04,191114896
6/25/2003,9011.53,218954592
6/24/2003,9109.85,206308304
6/23/2003,9072.95,198695392
6/20/2003,9200.75,346281216
6/19/2003,9179.53,236148192
6/18/2003,9293.8,260570096
6/17/2003,9323.02,268633504
6/16/2003,9318.96,211145296
6/13/2003,9117.12,190088304
6/12/2003,9196.55,216069504
6/11/2003,9183.22,219020896
6/10/2003,9054.89,212361104
6/9/2003,8980,211031808
6/6/2003,9062.79,351161984
6/5/2003,9041.3,301071008
6/4/2003,9038.98,262073904
6/3/2003,8922.95,223795808
6/2/2003,8897.81,264217200
5/30/2003,8850.26,255753504
5/29/2003,8711.18,287689888
5/28/2003,8793.12,271896800
5/27/2003,8781.35,267028896
5/23/2003,8601.38,198823808
5/22/2003,8594.02,282109792
5/21/2003,8516.43,317256096
5/20/2003,8491.36,265010208
5/19/2003,8493.39,221340800
5/16/2003,8678.97,245829104
5/15/2003,8713.14,213998896
5/14/2003,8647.82,202720896
5/13/2003,8679.25,195075104
5/12/2003,8726.73,225489600
5/9/2003,8604.6,200044304
5/8/2003,8491.22,194240000
5/7/2003,8560.63,211460096
5/6/2003,8588.36,226611200
5/5/2003,8531.57,202255104
5/2/2003,8582.68,215569408
5/1/2003,8454.25,198976704
4/30/2003,8480.09,258818096
4/29/2003,8502.99,238207392
4/28/2003,8471.61,216133104
4/25/2003,8306.35,227016096
4/24/2003,8440.04,245023392
4/23/2003,8515.66,272887808
4/22/2003,8484.99,252275904
4/21/2003,8328.9,176347008
4/17/2003,8337.65,247344192
4/16/2003,8257.61,304341792
4/15/2003,8402.36,260840992
4/14/2003,8351.1,201301296
4/11/2003,8203.41,214851696
4/10/2003,8221.33,207615392
4/9/2003,8197.94,262541696
4/8/2003,8298.92,231516400
4/7/2003,8300.41,286835392
4/4/2003,8277.15,247704800
4/3/2003,8240.38,259261904
4/2/2003,8285.06,291365088
4/1/2003,8069.86,264842800
3/31/2003,7992.13,305062688
3/28/2003,8145.77,189628992
3/27/2003,8201.45,226071504
3/26/2003,8229.88,228487808
3/25/2003,8280.23,260695808
3/24/2003,8214.68,261046304
3/21/2003,8521.97,360654688
3/20/2003,8286.6,266941104
3/19/2003,8265.45,278208704
3/18/2003,8194.23,305332416
3/17/2003,8141.92,357824000
3/14/2003,7859.71,303232192
3/13/2003,7821.75,348349088
3/12/2003,7552.07,289081408
3/11/2003,7524.06,229569408
3/10/2003,7568.18,218196192
3/7/2003,7740.03,310695616
3/6/2003,7673.99,233743008
3/5/2003,7775.6,238526800
3/4/2003,7704.87,221398592
3/3/2003,7837.86,216926896
2/28/2003,7891.08,247466896
2/27/2003,7884.99,256347904
2/26/2003,7806.98,263289904
2/25/2003,7909.5,270640192
2/24/2003,7858.24,229782304
2/21/2003,8018.11,263750896
2/20/2003,7914.96,222487392
2/19/2003,8000.6,200447696
2/18/2003,8041.15,225959904
2/14/2003,7908.8,238364496
2/13/2003,7749.87,239430800
2/12/2003,7758.17,207487392
2/11/2003,7843.11,229099200
2/10/2003,7920.11,225327600
2/7/2003,7864.23,220950304
2/6/2003,7929.3,220318896
2/5/2003,7985.18,230035296
2/4/2003,8013.29,230367904
2/3/2003,8109.82,222677696
1/31/2003,8053.81,308621408
1/30/2003,7945.13,261103296
1/29/2003,8110.71,299466912
1/28/2003,8088.84,265715200
1/27/2003,7989.56,274136992
1/24/2003,8131.01,270039200
1/23/2003,8369.47,276919104
1/22/2003,8318.73,267276496
1/21/2003,8442.9,233712608
1/17/2003,8586.74,296146912
1/16/2003,8697.87,239616096
1/15/2003,8723.18,255630800
1/14/2003,8842.62,229533504
1/13/2003,8785.98,233238400
1/10/2003,8784.89,235633696
1/9/2003,8776.18,255124400
1/8/2003,8595.31,257037200
1/7/2003,8740.59,268540192
1/6/2003,8773.57,259482800
1/3/2003,8601.69,234573104
1/2/2003,8607.52,245024896
12/31/2002,8341.63,191712304
12/30/2002,8332.85,201655008
12/27/2002,8303.78,143925600
12/26/2002,8432.61,130920200
12/24/2002,8448.11,81652400
12/23/2002,8493.29,186336800
12/20/2002,8511.32,387235712
12/19/2002,8364.8,250804000
12/18/2002,8447.35,230379504
12/17/2002,8535.39,226492608
12/16/2002,8627.4,209069904
12/13/2002,8433.71,214421696
12/12/2002,8538.4,207265696
12/11/2002,8589.14,220881104
12/10/2002,8574.26,225623392
12/9/2002,8473.41,229810704
12/6/2002,8645.77,243488000
12/5/2002,8623.28,245880000
12/4/2002,8737.85,284400800
12/3/2002,8742.93,243320992
12/2/2002,8862.57,284587808
11/29/2002,8896.09,110286000
11/27/2002,8931.68,226545296
11/26/2002,8676.42,256724896
11/25/2002,8849.4,229190704
11/22/2002,8804.84,280181504
11/21/2002,8845.15,400146688
11/20/2002,8623.01,301748992
11/19/2002,8474.78,264385408
11/18/2002,8486.57,235719600
11/15/2002,8579.09,292758208
11/14/2002,8542.13,268247904
11/13/2002,8398.49,302046304
11/12/2002,8386,279487296
11/11/2002,8358.95,214628800
11/8/2002,8537.13,251281104
11/7/2002,8586.24,262020608
11/6/2002,8771.01,324551808
11/5/2002,8678.27,252964496
11/4/2002,8571.6,338377792
11/1/2002,8517.64,283964608
10/31/2002,8397.03,294264192
10/30/2002,8427.41,291548000
10/29/2002,8368.94,289966592
10/28/2002,8368.04,291862784
10/25/2002,8443.99,243386000
10/24/2002,8317.34,303995392
10/23/2002,8494.27,333657504
10/22/2002,8450.16,296243008
10/21/2002,8538.24,313610816
10/18/2002,8322.4,321122688
10/17/2002,8275.04,395156896
10/16/2002,8036.03,387916704
10/15/2002,8255.68,422092608
10/14/2002,7877.4,229698000
10/11/2002,7850.29,352641792
10/10/2002,7533.95,394860096
10/9/2002,7286.27,380534208
10/8/2002,7501.49,378411008
10/7/2002,7422.84,302527904
10/4/2002,7528.4,340179904
10/3/2002,7717.19,318198784
10/2/2002,7755.61,328767808
10/1/2002,7938.79,343774112
9/30/2002,7591.93,376480800
9/27/2002,7701.45,328804704
9/26/2002,7997.12,336031392
9/25/2002,7841.82,329344608
9/24/2002,7683.13,338440096
9/23/2002,7872.15,269461888
9/20/2002,7986.02,433153088
9/19/2002,7942.39,277398784
9/18/2002,8172.45,290604704
9/17/2002,8207.55,261933600
9/16/2002,8380.18,184749104
9/13/2002,8312.69,249068304
9/12/2002,8379.41,223492704
9/11/2002,8581.17,186188896
9/10/2002,8602.61,221301696
9/9/2002,8519.38,231893408
9/6/2002,8427.2,256148496
9/5/2002,8283.7,289852000
9/4/2002,8425.12,269404000
9/3/2002,8308.05,269457312
8/30/2002,8663.5,178338800
8/29/2002,8670.99,226123296
8/28/2002,8694.09,221241792
8/27/2002,8824.41,231747600
8/26/2002,8919.01,187611696
8/23/2002,8872.96,209036704
8/22/2002,9053.64,237306304
8/21/2002,8957.23,280954912
8/20/2002,8872.07,251303104
8/19/2002,8990.79,251352096
8/16/2002,8778.06,251790304
8/15/2002,8818.14,286986208
8/14/2002,8743.31,310475584
8/13/2002,8482.39,263899600
8/12/2002,8688.89,195080800
8/9/2002,8745.45,241312400
8/8/2002,8712.02,309884608
8/7/2002,8456.15,283743616
8/6/2002,8274.09,303974016
8/5/2002,8043.63,282347104
8/2/2002,8313.13,298847616
8/1/2002,8506.62,307364000
7/31/2002,8736.59,330797792
7/30/2002,8680.03,333193088
7/29/2002,8711.88,329795296
7/26/2002,8264.39,307042592
7/25/2002,8186.31,444749312
7/24/2002,8191.29,570188992
7/23/2002,7702.34,530599008
7/22/2002,7784.58,480287392
7/19/2002,8019.26,396646912
7/18/2002,8409.49,296155200
7/17/2002,8542.48,402395904
7/16/2002,8473.11,396580192
7/15/2002,8639.19,405167616
7/12/2002,8684.53,358177504
7/11/2002,8801.53,440302912
7/10/2002,8813.5,350563392
7/9/2002,9096.09,272851296
7/8/2002,9274.9,261162704
7/5/2002,9379.5,149548400
7/3/2002,9054.97,288779808
7/2/2002,9007.75,332497408
7/1/2002,9109.79,273596704
6/28/2002,9243.26,360011712
6/27/2002,9269.92,355551008
6/26/2002,9120.11,431279904
6/25/2002,9126.82,314664384
6/24/2002,9281.82,362953696
6/21/2002,9253.79,435516992
6/20/2002,9431.77,296792800
6/19/2002,9561.57,267092608
6/18/2002,9706.12,227772304
6/17/2002,9687.42,260727104
6/14/2002,9474.21,301595200
6/13/2002,9502.8,242298496
6/12/2002,9617.71,359071392
6/11/2002,9517.26,269346400
6/10/2002,9645.4,242060000
6/7/2002,9589.67,392128096
6/6/2002,9624.64,287916096
6/5/2002,9796.8,237746400
6/4/2002,9687.84,278053888
6/3/2002,9709.79,232300400
5/31/2002,9925.25,233440992
5/30/2002,9911.69,244856192
5/29/2002,9923.04,206727808
5/28/2002,9981.58,194580400
5/24/2002,10104.26,150117408
5/23/2002,10216.08,213031392
5/22/2002,10157.88,207879600
5/21/2002,10105.71,219407392
5/20/2002,10229.5,177531808
5/17/2002,10353.08,239889504
5/16/2002,10289.21,208333104
5/15/2002,10243.68,267796192
5/14/2002,10298.14,265260304
5/13/2002,10109.66,212705408
5/10/2002,9939.92,221984800
5/9/2002,10037.42,226916096
5/8/2002,10141.83,298052608
5/7/2002,9836.55,282318496
5/6/2002,9808.04,225113200
5/3/2002,10006.63,239475696
5/2/2002,10091.87,232122000
5/1/2002,10059.63,272918688
4/30/2002,9946.22,282178688
4/29/2002,9819.87,222225504
4/26/2002,9910.72,222229200
4/25/2002,10035.06,257595696
4/24/2002,10030.43,228487904
4/23/2002,10089.24,251077696
4/22/2002,10136.43,215296304
4/19/2002,10257.11,260650896
4/18/2002,10205.28,286809088
4/17/2002,10220.78,266735696
4/16/2002,10301.32,270652000
4/15/2002,10093.67,242260304
4/12/2002,10190.82,244974304
4/11/2002,10176.08,319605600
4/10/2002,10381.73,281301600
4/9/2002,10208.67,253408704
4/8/2002,10249.08,233579696
4/5/2002,10271.64,189040496
4/4/2002,10235.17,222511808
4/3/2002,10198.29,228693104
4/2/2002,10313.71,200518000
4/1/2002,10362.7,181105696
3/28/2002,10403.94,187941696
3/27/2002,10426.91,200242704
3/26/2002,10353.36,213750304
3/25/2002,10281.67,197957696
3/22/2002,10427.67,197826896
3/21/2002,10479.84,235883104
3/20/2002,10501.57,221987696
3/19/2002,10635.25,198291904
3/18/2002,10577.75,192033600
3/15/2002,10607.23,333433696
3/14/2002,10517.14,187321600
3/13/2002,10501.85,228804896
3/12/2002,10632.35,221626304
3/11/2002,10611.24,215710800
3/8/2002,10572.49,276933600
3/7/2002,10525.37,260978096
3/6/2002,10574.29,249698400
3/5/2002,10433.41,291229504
3/4/2002,10586.82,301267392
3/1/2002,10368.86,264495808
2/28/2002,10106.13,276242496
2/27/2002,10127.58,267112000
2/26/2002,10115.26,262364000
2/25/2002,10145.71,257767696
2/22/2002,9968.15,279976608
2/21/2002,9834.68,282150496
2/20/2002,9941.17,286088608
2/19/2002,9745.14,227565904
2/15/2002,9903.04,248614400
2/14/2002,10001.99,225611296
2/13/2002,9989.67,209518592
2/12/2002,9863.74,179646304
2/11/2002,9884.78,191064400
2/8/2002,9744.24,246928000
2/7/2002,9625.44,231251696
2/6/2002,9653.39,265674304
2/5/2002,9685.43,275536896
2/4/2002,9687.09,251338592
2/1/2002,9907.26,229684192
1/31/2002,9920,278018688
1/30/2002,9762.86,324955808
1/29/2002,9618.24,267788000
1/28/2002,9865.75,170744992
1/25/2002,9840.08,196524304
1/24/2002,9796.07,253765696
1/23/2002,9730.96,249841408
1/22/2002,9713.8,220729792
1/18/2002,9771.85,255721600
1/17/2002,9850.04,250149104
1/16/2002,9712.27,264588608
1/15/2002,9924.15,246152704
1/14/2002,9891.42,231548496
1/11/2002,9987.53,203847696
1/10/2002,10067.86,202213408
1/9/2002,10094.09,249222400
1/8/2002,10150.55,195558496
1/7/2002,10197.05,227594592
1/4/2002,10259.74,241082400
1/3/2002,10172.14,277225696
1/2/2002,10073.4,206132304
12/31/2001,10021.5,151929200
12/28/2001,10136.99,138444496
12/27/2001,10131.31,134199400
12/26/2001,10088.14,127648200
12/24/2001,10035.34,63169100
12/21/2001,10035.34,365914816
12/20/2001,9985.18,275809408
12/19/2001,10070.49,249230496
12/18/2001,9998.39,218385200
12/17/2001,9891.97,223000400
12/14/2001,9811.15,227942304
12/13/2001,9766.45,250836496
12/12/2001,9894.81,255850496
12/11/2001,9888.37,241204400
12/10/2001,9921.45,196384896
12/7/2001,10049.46,205968496
12/6/2001,10099.14,243193696
12/5/2001,10114.29,307806208
12/4/2001,9893.84,216282704
12/3/2001,9763.96,225031808
11/30/2001,9851.56,223405904
11/29/2001,9829.42,214443696
11/28/2001,9711.86,254659696
11/27/2001,9872.6,276558784
11/26/2001,9982.75,193232096
11/23/2001,9959.71,71062200
11/21/2001,9834.68,175243696
11/20/2001,9901.38,207455392
